sentence,label
  فقط داشتم اذیتت میکردم,محاوره
زندگیت را به خطر میندازی و چه به تو می‌رسد؟,رسمی
ناراحت نباش  هفته ی دیگه  این موقع واسه شام جوجه می خوری,محاوره
  به جنگل کروسیل میرم,محاوره
این فقط اوضاع رو پیچیده می کنه,محاوره
  باهوشن  می دونن اگه گاو رو نکشن  ما می خوریمش,محاوره
  خب  در مورد ترس حرف بزن,محاوره
یک راهی درست پشت آن ها هست,رسمی
پس کی قرار هست نیروهای بی صحاب جایگزین بیان؟,رسمی
 خفه شو  ما سر قدم به قدم اینجا جنگیدیم و کشته دادیم  ,محاوره
از تو ممنون میشم که به آن اهمیتی ندهی,رسمی
  خط آلمانی <عدد> متر اونوتره,محاوره
باید متوقفش کنید باید متوقفش کنید,رسمی
عزیزم  خیلی خوشگل شدی  عزیزم  ,محاوره
  باید ببریمت بیمارستان صحرایی  نمی تونم,محاوره
حتما از زن و مادرشون متنفرن و آلمان هم باید جای زاخاری باشه,محاوره
پیتزا سفارش بده بپر تو استخر خوش می‌گذرد,رسمی
  وسایلت رو جمع کن  یکی رو هم با خودت بیار,محاوره
  با الکی آنها به دریا رفتند  ,محاوره
فقط فکر می کنم حالا که ما چند وقتی می شه که داریم قرار می ذاریم,محاوره
خدا   هتل های یه ستاره هم امکانات بیشتری داره,محاوره
اگر خوب باشند می‌توانند یک فیلمی چیزی ببینند,رسمی
فکر می‌کنی درون کیسه‌ها چه هست؟,رسمی
یه همچین دلیل مزخرفی واسه توالت رفتن نشنیدم,محاوره
  چیزای بدی تو ذهنمه,محاوره
خب اگر می‌خواهی غذا بخوری خودت را برسان به چادر غذاخوری,رسمی
بهترین قسمت ماجرا این بود که اینقدر روغن روی خودش گذاشته بود که,رسمی
بیا  یه مقدار از آب من بخور,محاوره
یکی باید به این کونی درس رانندگی بده,رسمی
 سیم خاردارا خیلی بدجور شدن ولی یجور راه خروجی هست,محاوره
  خواهش میکنم  من الان باید برم  خواهش میکنم,محاوره
باید موج دوم رو متوقف کنیم  قربان؟,محاوره
چه وضعشه؟ آن به ما زل زده؟,رسمی
حتی موش‌هاشون از مال ما بزرگترن,رسمی
 اگه تیر خوردین  سعی کنین به تیر تلگراف برسین,محاوره
نمیتونی فرض کنی وقتی اینجا خالی میشه چقدر بد میتونه باشه,محاوره
باید خودمون رو برسونیم به یه درمان گاه خط مقدم  نمی تونم  ,محاوره
  به اون جا می رم که دیگه پرسه نزنم  ,محاوره
 آخه کی به گاوها تیراندازی می کنه؟,محاوره
 پس ادامه بده  جاندالار  ببینیم چی میشه,محاوره
ما شرط بستیم امروز چند شنبه ست؟,محاوره
  آره  ما گروهان  دی  هستیم  ما کل شب رو در حال چاله کندن بودیم,محاوره
  من فقط می رم به اردن  ,محاوره
اصلا فکر نمیکردم همچین چیزی باشه,محاوره
 دوونز دوم می خوان فردا کمی بعد از طلوع آفتاب به خطشون حمله کنن,محاوره
خب خیلی ها هم اصلا بغل کردن دوس ندارن,محاوره
این چه هست؟ غذای سگ آلمانی,رسمی
این قلمروی دشمن ه  روح مونم خبر نداره که داریم پا توی چی می ذاریم,محاوره
  واسه کمک اومدین؟  نه قربان,محاوره
< > نه بیماری وجود دارد نه خطر و رنج و محنتی< >,رسمی
خیلی خب بالا پسرها بالا بالا پسرها,رسمی
اما فکر می‌کنم دنیل یک‌خرده خارج از حد تو باشد,رسمی
اگر اینکار را نکنین قتل‌عام رخ می‌دهد,رسمی
حتی به خودش عطر هم نمی زند,رسمی
باشد باشد شماره< عدد> بگو متاسفم,رسمی
آلمانی‌هایی که گلوله اضافه دارند حرومی‌ها,رسمی
ارینمور گفت سریعا اینجا را ترک کنیم,رسمی
  بقیه تو تختت سکس می کنن,محاوره
موفق باشی  مراقب خودت باش  ,محاوره
می‌دانی معلوم نیست چه اتفاقی تو زندگیشون منجر به این می‌شود که حدود را قطع کنند,رسمی
چیزی نیست که بخوایم بهش فکر کنیم برادر بزرگمه ,محاوره
باید موج دوم رو متوقف کنیم  قربان؟,محاوره
به جای خاک کردنش باید جسدش را از روی سنگ‌ها بشورم,رسمی
موافقی  ستوان؟   بله  قربان  ,محاوره
 چون تا هوا تاریک نشه نمیتونیم بیایم دنبالتون,محاوره
اول بگذار برنده شرطبندیمون را مشخص کنیم امروز چندشنبست؟,رسمی
و آنها سوار بر یک غربال به دریا زدند,رسمی
هی   دنیل  تا حالا  ساکنان کاتان  بازی کردی؟,محاوره
دیگر خارج از اینجایی وجود ندارد,رسمی
موفق باشی مراقب باش خراب نکنی,رسمی
واحدهای< عدد> و< عدد> آماده باشند,رسمی
و گردان دوم  دوون  در حال پیشروی به اینجاست,محاوره
  اره  همه چیز سر جاشه,محاوره
برگردین  برگردین سر جاهاتون برگردید  برگردین  با همه توان مقاومت کنید,محاوره
  که در این دنیای غم بار رهسپارم  ,محاوره
خفه شو ما بر سر سانت به سانت این مکان جنگیدیم و جان دادیم,رسمی
دوباره اتفاق نمیوفته  پس مشکلی نخواهد بود؟  ,محاوره
  شاید دوک باشن  وقتی هنوز نرسیدن  سخت بگی,محاوره
حالا می خوان برای کیلومترها بجنگیم؟  این یه تله ست,محاوره
عوضی گروهبان ما رو پرت کرد اون زخمی هست ,محاوره
مشکل تو  خودتی چون پسرها تو رو مثل بت  می پرستند,محاوره
ببند بابا تو نمی‌توانی بهتر از من انجامش بدی,رسمی
اونم نه وقتی که اون حرومزاده ها دارن از دستمون فرار میکنن  این آخرین مقاومتشونه,محاوره
کجا مستقر شدن؟   اونطرف ایکوست  ,محاوره
< > درون آن سرزمین درخشانی که دارم بسمتش می‌روم< >,رسمی
 مشکلتم همینه که هیچوقت هیچی نمیدونی,محاوره
 و با کمک شما می خوام زنده هم بمونه,محاوره
گوش کنید گوش کنید من یک نامه دارم,رسمی
چندتا اورتیز باید خبرش را,رسمی
  گمشو بابا این تنها کاری بود که میتونستی بکنی,محاوره
هانی‌ها یک کاری می‌خواهند بکنند,رسمی
واحدهای نه و ده آماده بشوید,رسمی
پس الان به عهده توئه,محاوره
تو از کجا می‌دانی؟ تو که اصلاً ریدی با انگلیسی حرف زدنت,رسمی
می‌خواهید به خط جدید اضافه بشوید؟ قصدمون همین هست,رسمی
  مشکلی برام پیش نمیاد,محاوره
خب  تنها کاری که من می تونم بکنم خوندن توضیحات ه,محاوره
  چیزی نیست  چیزیت نمیشه  باید بلند بشیم,محاوره
در صورت حمله متقابل خط رو حفظ کنید  بله  قربان  ,محاوره
  البته  اگه کیف پر از پول داشته باشی,محاوره
خیلی خب بیایید پسرها برویم پسرها,رسمی
 سرجوخه  بقیه هرکاری بخوان بکنن باید بقیه منظم باشن ,محاوره
هی تو به کیفم دست زدی؟,رسمی
  لفتش ندی   چشم گروهبان  ,محاوره
اره خب ولی بچه‌هات اصلاً غیرقابل کنترلن,رسمی
 اونم موقعی که آلمانی های حرومزاده تو چنگمون هستن و اینجا براشون آخر خطه,محاوره
جایی که خداوند هرآنکه را که خوابیده می‌آمرزد,رسمی
دستاتو باز کن تا تعادل داشته باشی,محاوره
دستور دارد باشد باشد,رسمی
جیک بوگندو درون ارس یادت می‌آید؟,رسمی
باید بلند شی باید بلند شی,رسمی
حوا است به خط الراس باشد,رسمی
آنجا آن خط مقدمه,رسمی
  باید با خودت می بردیش خونه,محاوره
خب تنها کار این هست که توضیحاتش را بخوانم,رسمی
اینجا دارد متلاشی می‌شود عجله کن,رسمی
حالا گربه گور شو سرجوخ موقت,رسمی
میدونی  حداقل تو و مولی می تونین با هم  وقت بگذرونین,محاوره
به افراد بگو پیشروی نکنن بله قربان,رسمی
  یه منحرف توی تخت منه,محاوره
  هیچ کس تا کیلومترها نیست,محاوره
بخاطر آن هواپیما بوده؟ دود را دیدیم,رسمی
ولی مقامات به خاطر برف مخالف بودن,رسمی
پرنده ها دسته جمعی مثل اشباح بال می زدند,محاوره
دوونز دوم می‌خواهند فردا کمی بعد از طلوع آفتاب به خطشون حمله کنند,رسمی
  سنگر یه طرفه ست احمق های لعنتی,محاوره
  کل حرفم اینه که صبر کنیم,محاوره
نه نمی‌توانم نمی‌توانم با دنیل و مالی وقت بگذرانم,رسمی
فقط یک تکه حلبی هم نیست روبان به آن وصله,رسمی
  آلمانی هایی که گلوله اضافه دارن   حرومی ها  ,محاوره
نقشه نشان می‌دهد که اگر از آن ستیغ رد بشویم مستقیم به سمت اکو است می‌رویم,رسمی
نظری نداری چه کلکی؟  نه  ,محاوره
به نظر متروکه میاد  بیا امیدوار باشیم  ,محاوره
برای اونایی که از تماس نزدیک دوری می‌کنند می‌تواند ترسناک باشد,رسمی
 برای همین بهمون نارنجک داد؟,محاوره
آن ها احتمالا درست تو پیچ بعدی باشند,رسمی
ما از اکو است رد میشیم می‌توانیم تا یک جایی تو را برسانیم,رسمی
  پشتشون یه راهی هست,محاوره
آن ها آن‌طرف خانه بودن,رسمی
آبکششون کردند چسبیده بودن به سیم خاردارا,رسمی
با قایقی به دریا رفتند,رسمی
 سرجوخه ی موقت  کسی اگه هرکاری ام بکنه هرگز به خودش اجازه نمی ده از استانداردهاش خارج شه   ,محاوره
 شرط میبندم که بهت گفته بخاطر خمپاره بوده,محاوره
محض رضای خدا پسر برو پیش سروان,رسمی
سنگرهاشون را هم نابود کردند,رسمی
شاید تو باید مثلاً اگر قرار بود من,رسمی
خب به گمانم باید یک‌خرده غذا بگیریم,رسمی
  به نظر آدم خوبیه,محاوره
 جنگ سم رو یادت نیست؟,محاوره
تا نزدیکترین شهر< عدد> دقیقه راهه,رسمی
چند تا اورتیز  خبر رو به خانواده ها داده,محاوره
همین الانشم می‌دانم پایانش چه می‌خواهد باشد,رسمی
به گروهان امداد اطلاع بدید  که به زخمی ها رسیدگی کنن,محاوره
پس حتماً نارضایتیت را به بالا گزارش می‌دهم,رسمی
نه معبر را هفته‌ها پیش ترکاندند,رسمی
برای چند روز به ما غذا نمی‌دهد,رسمی
سوار بر یک غربال به دریا زدند,رسمی
قرار نیست تا غروب یا مه صبر کنم ,محاوره
راننده چطور هست برای یبارم شده برای تنوع درون مسیر رانندگی کنی؟,رسمی
وگرنه  تا آخر عمرش باید فکر کنه که تو کجایی؟,محاوره
  ما توی ماموریتیم  بذار بریم,محاوره
  نمی تونست بشورش  شده بود آهن ربا,محاوره
می‌شود با احترام به طرف ما پرتشون کنید؟ آدم‌های خوبی اینجا هستند,رسمی
هی   دنیل  تا حالا  ساکنان کاتان  بازی کردی؟,محاوره
نمی‌دانستم برای چه کاری دارم انتخابت می‌کنم,رسمی
باید دوونز را پیدا کنم,رسمی
چندتا گهواره و زنجیر و صدا گیر در آن گذاشته,رسمی
< > من یک غریبه دورگرد فقیرم< >,رسمی
خیلی بدهم این وسیله بیافتد دست آلمانی‌ها پس می‌شود وقتی شروع کردند به شلیک کردند به شما,رسمی
سرجوخه  یه نفر هر کاری هم که کنه نباید خارج از عرف عمل کنه,محاوره
برای تو آرزوی موفقیت می‌کنیم به آن نیاز داری,رسمی
می تونم اون سوال تابلو رو بپرسم؟,محاوره
آهای راننده نظرت چه هست که جاده را هم یک‌بار حوا است باشد؟,رسمی
 باید با خودت می بردی خونه,محاوره
 پوششی هست  قربان؟ جایی که بشه ازش حمله کرد؟,محاوره
 مدت زیادیه اینجام گاهی اوقات حس میکنم,محاوره
نمی‌دانم فکر خوبی هست یا نه,رسمی
  نمی دونستم چرا دارم تو رو انتخاب میکنم,محاوره
البته اگر حرف زدنت را تمام می‌کردی,رسمی
  جوخه <عدد>  یه دقیقه دیگه,محاوره
سیم خاردارهای ما داغون هستن  ولی یه جورایی از لاشون یه راهی هست,محاوره
  چی داری؟  همبرگر و نون؟,محاوره
خیلی وقته که اینجام بعضی وقت ها حسش طوری است که,رسمی
حتی موش هاشونم بزرگتر از مال ماست,رسمی
تصاویر هوایی از خط دشمن هست,رسمی
 تو از کجا میدونی؟ تو که اصلا ریدی با انگلیسی حرف زدنت,محاوره
  به سوی رود اردن خواهم رفت  ,محاوره
داستانت را ادامه بده باشد,رسمی
بلیک  اگر در این مورد باهوش نباشیم هیچ کس نمی تونه برسه به برادرت,محاوره
 واسه همین همه اش رو میزنه به سرش و می خوابه,محاوره
  نه  وقتی سنگ ها بپوسن  دوباره رشد میکنن,محاوره
الان اینطوریه  ولی یه هفته دیگه فرماندهی  یه پیغام متفاوت می فرسته,محاوره
قرار نیست صبرکنم تا هوا تاریک یا مه‌آلود بشود,رسمی
فکر می‌کردم قرار هست برگردیم عقب آدوغه و غذا بیاوریم,رسمی
و ای کاش یک احمق دیگر را انتخای کرده بودی,رسمی
  اگه میشه  نامه رو بگیرید,محاوره
  جلو پاتو نگاه کن   ببخشید  ,محاوره
 پس میتونیم تا طلوع آفتاب صبر کنیم  ,محاوره
سوار شید سوار شویم برویم,رسمی
 برات آرزوی موفقیت می کنیم بهش نیاز داری,محاوره
 داریم از اکوست عبور می کنیم می تونیم تا یه جایی باهات بیایم,محاوره
چه هست؟ کی آخرین نفر آمد بیرون؟,رسمی
خب  برای اینکه بدونی سروان بلیک کجاست احتمالا اون با افرادش رفته,محاوره
هیچی مثل یه روبان و مدال یه زن بیوه رو خوشحال نمیکنه,محاوره
  نه  از اینجا خوشم نمیاد,محاوره
حتماً از زن و مادرشان متنفرن و آلمان هم باید جای زاخاری باشد,رسمی
خیلی خب خیلی خب حنجره ت را جر نده,رسمی
داری چه کار می‌کنی؟ باید این حمله متوقف بشود,رسمی
و اگه معجزه شد و جون سالم به در بردید  با منور علامت بدید,محاوره
ما از سمت اکو است می‌رویم تا یک جایی از مسیر می‌توانیم تو را ببریم,رسمی
تو که ازش جون سالم به در بردی حداقل یه مدال ازش گرفتی,محاوره
  نمیدونم فکر خوبی هست یا نه,محاوره
اوه  زود باش گروهبان افراد بیشتری رو بذار واسه اردوگاه,محاوره
 این حلقه رنگ و اینم فوکوس,محاوره
ما دو گردان را از دست می‌دهیم هزار و ششصد مرد که برادرت هم جزشونه,رسمی
  بگو عقب نشینی کنن  بله قربان,محاوره
پیتزا سفارش بده برو استخر کمی حال کن,رسمی
فقط یک راه هستش که این جنگ تمام بشود,رسمی
بی‌شعور درس رانندگی لازم دارد,رسمی
شبیه من هست یک‌ذره سنش بیشتره,رسمی
فکر کردند ندارد که پای جان برادر بزرگم در میونه,رسمی
هوا روشن قربان آن ها ما را می‌بینند,رسمی
نه  قراره اینجا با خانواده باشیم,محاوره
چندتا سرباز آلمانی هم سر راه دیدیم که برای ما مزاحمت درست کردند,رسمی
 ولی مطمئنا قراره گند بزنن به آخر هفته مون,محاوره
راسورث  راه رو بهشون نشون بده ,محاوره
کنارش یه راه کوچیک هست ,محاوره
 باید به حرکت ادامه بدیم  یالا ,محاوره
من از در جلو می‌روم تو از در پشتی,رسمی
اون داستان رو ادامه بده  اوه آره  درسته  ,محاوره
  مارتل قراره سگ بگیره,محاوره
  مثل خر ترسیدم  فک کردم خونوادتن,محاوره
خب غذا لازم داری برو چادر آشپزخانه,رسمی
تا آن موقع به تاریکی شب می‌خوری,رسمی
خب  به گمانم باید یه خرده غذا بگیریم,محاوره
 هیچوقت مستراحی به این کثیفی ندیده بودم ,محاوره
اما اگه می خوای توی اون هتل کوچک ترسناک توی,محاوره
من از جلو میرم تو از پشت برو,محاوره
ولی غم تون نباشه  مطمئنا یه مدال توی این کار هست,محاوره
به دل تون صابون نزنید ظاهرا یک عقب‌نشینی راهبردی هست,رسمی
بنظر شما دارن اشتباه میکنن  قربان؟,محاوره
سرهنگ منور دیدیم افراد جناح چپ موفق شدن از خط مقدم آلمان‌ها عبور کنند,رسمی
ولی بعضی آدم‌ها فقط می‌خواهند بجنگند,رسمی
   با قایقی به دریا رفتند ,محاوره
از آن طرفش آن‌طرف سنگین‌تر می‌شود,رسمی
مرتیکه عوضی زد گروهبانمون رو انداخت  این مرد زخمیه,محاوره
گفت که به خاطر بچه ها هم که شده باید این کارو بکنه,محاوره
به من گوش بدید  گوش بدید من یه نامه دارم ,محاوره
 عجله کن گروهبان بگو افراد بیشتری زیر تنه رو بگیرن,محاوره
 یالا پسرا  یه هل دیگه یک  دو  سه ,محاوره
کمی مشروب را کاناپه ریخت,رسمی
و من اسم وسط تورو نمیدونم هنوز,محاوره
عزیزم  خیلی خوشگل شدی  عزیزم  ,محاوره
تصاویر خط دفاعی جدیدشون را خفه شو,رسمی
میشه بهت یه چیزی بگم شاید خودتم بدونیش ,محاوره
  آنها با الکی به دریا رفتند  ,محاوره
بیدار شو کیلگور بی‌مصرف آشغال,رسمی
دو نفرشون را کشوندیم اینجا ولی خب بی‌فایده بود,رسمی
فقط آن منور وامانده را شلیک کن,رسمی
فقط اون منور وامونده رو شلیک کن,محاوره
می‌روم تا عزیزان و از دست دادگانم را ببینم,رسمی
خب  خیلی خوب می شه  از اون جایی که تو مدال خودت رو گم کردی,محاوره
  بقیه داستانو بگو   باشه  ,محاوره
چیزی نیست که بخواهیم به آن فکر کنیم برادر بزرگمه,رسمی
ولی بعضی افراد فقط دل شدن جنگ می‌خواهد,رسمی
 دستاشو با کت بیفوی تمیز کرد,محاوره
  بابا  داری قضاوت بیجا می کنی,محاوره
قربان آن موقع خورشید طلوع می‌کند ما را می‌بینند,رسمی
 دو نفر بودیم  با برادرش منو فرستادن,محاوره
موش گوشش را گاز زد و با آن فرار کرد,رسمی
 مردک احمق مگه سر آوردی؟ زدی سرباز زخمی رو ناکار کردی,محاوره
الان دیگر نباید گرسنه باشی,رسمی
اینطور به نظر می‌آید با هواپیمای دشمن درگیر شده,رسمی
برگردید برگردید به پستتون برگردید برگردید,رسمی
  < >دیگه واسه ولگردی نمیرم اونجا < >  ,محاوره
  تا اون موقع شب میشه,محاوره
از منطقه بی‌طرف رد شدیم بیرون باپوم,رسمی
  یه سر و صدایی راه انداخت  داد میزد  جیغ می کشید,محاوره
 نگاش کن  نگاش کن آخه,محاوره
  با اینکه دوستاشون مخالف بودن  ,محاوره
سوار یک الک عازم دریا شدن,رسمی
نباید متوقف بشید  اگه یه نفر بغل دستتون افتاد شما به راهتون ادامه بدید,محاوره
مکن گیلاس دوک باشند وقتی هنوز بار نیامدن تشخیص ش سخت,رسمی
با یه کاپیتان فرانسوی تاختش زدم,محاوره
این باید یک راه عبور باشد,رسمی
  من فقط می رم به اردن  ,محاوره
  سیم خاردارمون داغون شده  ولی یه نیمچه راهی باقی مونده,محاوره
چی میگه؟  چی گفتی رفیق؟  ,محاوره
اوه لعنتی بوی گند گرفتم,رسمی
ساندرز بهم گفت که به نقشه‌خوانی واردی درسته؟,رسمی
از رفتن به خانه متنفر بودم متنفر بودم از او,رسمی
رودخانه از آنجا می‌توانی بروی درخت کزوزیلز,رسمی
نه  براش یه مقدار آب بیار  به آب نیاز داره,محاوره
دست هفت< عدد> ثانیه,رسمی
تمام هفته اخم کنی یا می‌خواهی خوش بگذرانی؟,رسمی
اینکه چطوری گوشش قطع شده؟,محاوره
سرهنگ عکس‌های هوایی خطوط جدید دشمن را ندیدن,رسمی
ولی ناراحت نباشید آخرش مدال گیرتون می‌آید,رسمی
و کل هفته بازی‌های مسخره بکنیم حتی نمی‌شود مست کرد,رسمی
هرگز فکر نمی‌کردم این‌چنین چیزی باشد,رسمی
چون حال بهم زن آن مال من هست,رسمی
فکر می کردم اینجا حداقل  یه لقمه غذا گیرم میاد,محاوره
  افتادی داخل  دیگه خبری از بیرون اومدن نیست  از این طرف,محاوره
من افرادم رو برنمیگردونم تا دوباره فردا به جنگ بفرستمشون ,محاوره
  ماموریت داریم   فقط بذار برم  ,محاوره
یک شکاف کوچک کنارش دارد,رسمی
 دو نفرشون رو کشون کشون آوردیم اینجا ولی خب بیفایده بود,محاوره
دارم سعی می‌کنم بازش کنم نیم اینچ دیگر مانده,رسمی
 قراره بلند شیم  قراره بلند شیم ,محاوره
باید به راهمون ادامه بدیم بالا,رسمی
 به نظرت چقدر دور شدن؟,محاوره
< عدد> شیلینگ شرط می‌بندم می‌رویم شمال,رسمی
  ای لعنت  دیگه چی شده؟  نکنه دوباره یه درخت تخمی سر راهه؟,محاوره
اگر اجازه داشته باشم دوست دارم برای مادرتون نامه بنویسم,رسمی
چی میگه؟  چی گفتی  رفیق؟  ,محاوره
گردوخاک  خیلی گردوخاک رفته توی چشم م,محاوره
 یه راست به سمت جنگل  کورسیل,محاوره
دارد همه چه می‌ریزد پایین,رسمی
یا مسیح مرد برو پیش سرهنگ,رسمی
دستور دارد باشد باشد,رسمی
  ظاهرا  درگیری بین هواپیماهاست,محاوره
مثل خودت فقط کمی سنش بیشتره,رسمی
و آدم رو خاص نمیکنه داشتن و نداشتنش فرقی ایجاد نمیکنه,محاوره
< > می‌روم به خانه تا مادرم را ببینم< >,رسمی
ما را به این چیزها می‌کشند,رسمی
تو که حالیت نمی‌شود زبانمان را به زور حرف می‌زنی,رسمی
یک این‌چنین دلیل مزخرفی برای توالت رفتن نشنیدم,رسمی
  تو باید چیزی بخوری,محاوره
  باعث نمی شه که خاص بشی برای کسی تفاوتی ایجاد نمی کنه,محاوره
 یالا  از بغل میشه رفت,محاوره
اگر به هر طریقی به سرهنگ مک کنزی رسیدی,رسمی
وسط شب که بیدار می‌شود,رسمی
به همراه پدافند و توپخانه‌ای که تا به حال نمونش را ندیدیم,رسمی
  باید حمله رو متوقف کنید  تو کدوم خری هستی؟,محاوره
حالا من باید تو تخت یکی دیگر باشم,رسمی
< عدد> یارد جلوتر درون سنگره,رسمی
آنجا چه داری؟ نان و ژامبون,رسمی
یه نفر انتخاب کن وسایل ت رو هم بیار,محاوره
آره  حتما  خیلی خب  ممنون  ,محاوره
  کل حرفم اینه که صبر کنیم,محاوره
یادته چه بوی بدی راه افتاده بود؟,رسمی
پیچ بعدی ایستادی روی ایشان را نصف,رسمی
آن لاشه‌ها مفیدن چون اگر هوا تاریک بشود می‌توانید بوی گندشون را دنبال کنید,رسمی
و مستقیم به جنگل  کروزیل  میرم,محاوره
خودت را می‌بینی برای چند هفته این جا کنار استخر نشستی؟,رسمی
باید می‌ذاشتیم حرام زاده‌ها نگوید ش دارند برای خودشان,رسمی
خط مقدم را ادامه بدهید تا به هنگ یورک برسید,رسمی
 به درد می خوره چون اگه هوا تاریک باشه هم می تونین توی مسیر بوی بدشون حرکت کنین,محاوره
 نگا  ما باید از اینجا بزنیم بیرون  اوکی,محاوره
سوار یک الک عازم دریا شدن,رسمی
برو یکی به جراحاتت برسد,رسمی
  البته زیاد امیدوار نشین  احتمالا یک عقب نشینی استراتژیکیه,محاوره
 از منطقه بی طرف خارج از باکوم رد شدیم,محاوره
فکر کردن نداره اون برادر بزرگمه,محاوره
من یکی از آن خوب‌ها نیستم نه؟,رسمی
اگر ژنرال آمده پس حتماً مسئله مهمیه,رسمی
  از باپوم  از منطقه ی بی طرف عبور کردیم,محاوره
 نه الان که اون حرومزاده ها دارن فرار می کنن این آخرین مقاومتشونه,محاوره
خدای من مرد برو پیش سروان ,محاوره
  چیزی نیست  خوب می شه الآن بلند می شیم,محاوره
هی  دنیل  تا حالا بازی مهاجران کاتان رو انجام دادی؟,محاوره
منظورم این هست عزیزم اصلاً تاحالا این ملافه‌ها را عوض کردند,رسمی
داداش لعنتی من مشروب تو را برداشته؟,رسمی
امکان ندارد از این طرف موفق بشوی پسر عقلت را از دست دادی؟,رسمی
فرستاده شده بودم این جا تا یک پیغام برسانم,رسمی
چیزهایی که تا الان ندیده بودیم,رسمی
 جلوش رو تکیه گاه کنین و از چپ بچرخونیدش,محاوره
  تو از کجا می دونی زبان ما رو هم به زور حرف میزنی,محاوره
آن جا چه داری؟ ژامبون و نان,رسمی
مالی دانشگاهی هست من سال آخر هستم,رسمی
خبری نشده گروهبان؟ خبر از چه؟,رسمی
فقط داشتم اذیتت می‌کردم,رسمی
مشروب را بگذار سر جای آن,رسمی
راستش خیلی از شنا کردن باحات حال میکنم,محاوره
احتمالا نفس ش بندآمده خب از افراد ما که نیست,رسمی
اون جا چی داری؟  ژامبون و نان  ,محاوره
نزدیک ترین اوبر  به اینجا <عدد> دقیقه فاصله داره,محاوره
 آلمان ها دارن یه کارایی میکنن ,محاوره
هیچ چیزی مثل یک تکه روبان جای شوهر مرده یک زن را پر نمی‌کند,رسمی
بله  خب  ببخشید که باعث به هم ریختن برنام  زمانی شلوغ ت شدیم  بلیک,محاوره
یک شکاف کوچک پیشش هست,رسمی
و بعدش به سمت شمال غربی برید تا به معبر  پارادایز  و خط مقدم برسید,محاوره
اره من نمی خوام اونجا لم بدم و به خاطر چند تا کتاب کوفتی بمیرم,محاوره
تو باید اون رو با خودت به خونه میبردی  باید,محاوره
دارن عقب نشینی میکنن  اونها چندین مایل عقب رفتن  ما حداقل مچشون رو خوابوندیم,محاوره
< >این حالا عملیات منه  < >,محاوره
شما جایگزین ما هستین؟ خیر قربان,رسمی
خطوط آلمان‌ها حدودا صدوپنجاه متر آن‌طرف تر است,رسمی
با الکی آنها به دریا رفتند,رسمی
و بعد از خیابان پارادیس به جهت شمال غربی بروید تا به خط مقدم برسید,رسمی
باید به راهمون ادامه بدیم بالا,رسمی
چشم چرانی دوستم رو کرده اوه   مالی   ,محاوره
احتمالا شوکه شده   اون از گروهان ما نیست  ,محاوره
اگر از موانع عبور کنیم می‌رسیم,رسمی
  خب  یکی بهش بده  کیلگور مفید واقع شو,محاوره
تا پل بعدی< عدد> کیلومتر فاصله داریم باید مسیرمون را تغییر بدیم,رسمی
بگذار بنشینم نه نمی‌شود,رسمی
باید متوقفش کنید تو دیگر کی هستی؟,رسمی
شرط می بندم بهت گفته که کار ترکش بوده,محاوره
اونم اولین قرار پول دادم,رسمی
نمی‌توانی فرض کنی وقتی اینجا خالی می‌شود چقدر بد می‌تواند باشد,رسمی
موفق باشی گند نزنی,رسمی
آره ما گروهان دی هستیم شب را صرف نقب‌زنی کردیم,رسمی
  لعنتی  یه چی از استخر اومد بیرون,محاوره
 احتمالا نزدیکای پیچ بعدی باشن,محاوره
  تا هوا تاریک نشده  نمیایم دنبالتون,محاوره
یالا دیگه جاندالار  یه امتحانی  بکن  بیا ببینیم ش,محاوره
بخواهم از یونابامر اجاره کنم,رسمی
سرجوخه یک نفر هر کاری هم که کند نباید خارج از عرف عمل کند,رسمی
الان ستوان لسلی فرمانده است,رسمی
تو باید اون رو با خودت به خونه میبردی  باید,محاوره
اما الان که بچه هامو دارم اوضاع فرق می کنه می دونی؟,محاوره
احتمالا نزدیک‌های پیچ بعدی باشند,رسمی
ولی بعضی آدما جنگ طلبن,محاوره
آن متقاعدت کرده که سعی نکنی,رسمی
آره دوست دارم با یک لعنتی بجنگم,رسمی
خب  با اون کار مدال ت به راه ه دیگه,محاوره
به سوی رود اردن خواهم رفت,رسمی
شاید یک راهی از او باشد,رسمی
و گردان دوم دوون دارند به سمت این نقطه پیشروی می‌کنند,رسمی
محض رضای خدا پسر برو و کاپیتان را ببین,رسمی
خب برای‌اینکه بدانی سروان بلیک کجا است احتمالا آن با افرادش رفته,رسمی
اینها را از کجا می‌دانی؟,رسمی
باید دیوونه باشه که بهت خیانت کنه  نمیدونم  ,محاوره
دیروز صبح خبر داد و گفت قراره به آلمانی هایی که در حال عقب نشینی هستن حمله کنه,محاوره
هیچ‌وقت این کار را نمی‌کنیم,رسمی
و در خدمت جمهوری  چی داری میگی زن؟  ,محاوره
 شما از اونجا رد میشین ,محاوره
مزه گه می‌دهد خوب هست کس خل,رسمی
 مثل اینه این موقع از سال برف اومده ,محاوره
این سومین جعبه تو این هفتس,محاوره
  حداقل نه موقعی که اون حرومزاده ها دارن فرار می کنن  این آخرین مقاومت اوناست,محاوره
من این را جمع‌و‌جور می‌کنم,رسمی
منو فرستادن اینجا که یک پیغام برسانم,رسمی
